conversation_id,example_id,source_id,input_text,target_text,split
dlg-dfdea46e-59cd-4bff-9be4-3f71b9dfc9cf,dlg-dfdea46e-59cd-4bff-9be4-3f71b9dfc9cf_5_6__g2,dlg-dfdea46e-59cd-4bff-9be4-3f71b9dfc9cf_5_6,How about Dean Lewis by the Waves?,How about playing Waves by Dean Lewis?,train
dlg-dfdea46e-59cd-4bff-9be4-3f71b9dfc9cf,dlg-dfdea46e-59cd-4bff-9be4-3f71b9dfc9cf_9_10__g1,dlg-dfdea46e-59cd-4bff-9be4-3f71b9dfc9cf_9_10,How about Amos Lee - Windows Are Rolled Down?,Would you like to hear Amos Lee - Windows Are Rolled Down?,train
dlg-dfdea46e-59cd-4bff-9be4-3f71b9dfc9cf,dlg-dfdea46e-59cd-4bff-9be4-3f71b9dfc9cf_9_10__g2,dlg-dfdea46e-59cd-4bff-9be4-3f71b9dfc9cf_9_10,How about Amos Lee - Windows Are Rolled Down?,What do you think about Amos Lee - Windows Are Rolled Down?,train
dlg-dfeb766f-4182-4cdd-9b10-8a98e47fb89f,dlg-dfeb766f-4182-4cdd-9b10-8a98e47fb89f_0_3__g1,dlg-dfeb766f-4182-4cdd-9b10-8a98e47fb89f_0_3,Here's the song The River by Wage War.,I have provided the song The River by Wage War.,train
dlg-dfeb766f-4182-4cdd-9b10-8a98e47fb89f,dlg-dfeb766f-4182-4cdd-9b10-8a98e47fb89f_0_3__g2,dlg-dfeb766f-4182-4cdd-9b10-8a98e47fb89f_0_3,Here's the song The River by Wage War.,"Here is Wage War's song, The River.",train
dlg-dfeb766f-4182-4cdd-9b10-8a98e47fb89f,dlg-dfeb766f-4182-4cdd-9b10-8a98e47fb89f_4_6__g1,dlg-dfeb766f-4182-4cdd-9b10-8a98e47fb89f_4_6,Here's the song The River cover by passenger.,I have here the cover of The River by passenger.,train
dlg-dfeb766f-4182-4cdd-9b10-8a98e47fb89f,dlg-dfeb766f-4182-4cdd-9b10-8a98e47fb89f_4_6__g2,dlg-dfeb766f-4182-4cdd-9b10-8a98e47fb89f_4_6,Here's the song The River cover by passenger.,Here is passenger's cover of the song The River.,train
dlg-dfeb766f-4182-4cdd-9b10-8a98e47fb89f,dlg-dfeb766f-4182-4cdd-9b10-8a98e47fb89f_7_9__g1,dlg-dfeb766f-4182-4cdd-9b10-8a98e47fb89f_7_9,Here's the song Alive by Wage War.,I have the song Alive by Wage War for you.,train
dlg-dfeb766f-4182-4cdd-9b10-8a98e47fb89f,dlg-dfeb766f-4182-4cdd-9b10-8a98e47fb89f_7_9__g2,dlg-dfeb766f-4182-4cdd-9b10-8a98e47fb89f_7_9,Here's the song Alive by Wage War.,"Here is Wage War's song, Alive.",train
dlg-e01946cb-a3c8-4e66-8c0e-8bb8dc439050,dlg-e01946cb-a3c8-4e66-8c0e-8bb8dc439050_3_7__g1,dlg-e01946cb-a3c8-4e66-8c0e-8bb8dc439050_3_7,Classical music? Here is some classical music I could find.,Are you looking for classical music? Here is some classical music I was able to find.,train
dlg-e01946cb-a3c8-4e66-8c0e-8bb8dc439050,dlg-e01946cb-a3c8-4e66-8c0e-8bb8dc439050_3_7__g2,dlg-e01946cb-a3c8-4e66-8c0e-8bb8dc439050_3_7,Classical music? Here is some classical music I could find.,Would you like some classical music? I have found some classical music for you here.,train
dlg-e084c5fc-97b2-46ab-91af-2df9eb6351be,dlg-e084c5fc-97b2-46ab-91af-2df9eb6351be_0_3__g1,dlg-e084c5fc-97b2-46ab-91af-2df9eb6351be_0_3,"Sure, Hold on Slow Dancing In a Burning Room- John Mayer (With Lyrics).","Certainly, here is Hold on Slow Dancing In a Burning Room by John Mayer (With Lyrics).",train
dlg-e084c5fc-97b2-46ab-91af-2df9eb6351be,dlg-e084c5fc-97b2-46ab-91af-2df9eb6351be_0_3__g2,dlg-e084c5fc-97b2-46ab-91af-2df9eb6351be_0_3,"Sure, Hold on Slow Dancing In a Burning Room- John Mayer (With Lyrics).","Of course, I can provide Hold on Slow Dancing In a Burning Room- John Mayer (With Lyrics).",train
dlg-e084c5fc-97b2-46ab-91af-2df9eb6351be,dlg-e084c5fc-97b2-46ab-91af-2df9eb6351be_4_5__g1,dlg-e084c5fc-97b2-46ab-91af-2df9eb6351be_4_5,Certainly John Mayer - Still Feel Like Your Man.,"Sure, here is John Mayer - Still Feel Like Your Man.",train
dlg-e084c5fc-97b2-46ab-91af-2df9eb6351be,dlg-e084c5fc-97b2-46ab-91af-2df9eb6351be_4_5__g2,dlg-e084c5fc-97b2-46ab-91af-2df9eb6351be_4_5,Certainly John Mayer - Still Feel Like Your Man.,"Of course, John Mayer - Still Feel Like Your Man.",train
dlg-e084c5fc-97b2-46ab-91af-2df9eb6351be,dlg-e084c5fc-97b2-46ab-91af-2df9eb6351be_6_7__g1,dlg-e084c5fc-97b2-46ab-91af-2df9eb6351be_6_7,John Mayer - Heartbreak Warfare.,John Mayer - Heartbreak Warfare.,train
dlg-e084c5fc-97b2-46ab-91af-2df9eb6351be,dlg-e084c5fc-97b2-46ab-91af-2df9eb6351be_6_7__g2,dlg-e084c5fc-97b2-46ab-91af-2df9eb6351be_6_7,John Mayer - Heartbreak Warfare.,Heartbreak Warfare. by John Mayer.,train
dlg-e086d8d4-834c-414b-9991-0a8c62038abd,dlg-e086d8d4-834c-414b-9991-0a8c62038abd_1_3__g1,dlg-e086d8d4-834c-414b-9991-0a8c62038abd_1_3,Here is your song. Joe Budden - Control (Lyrics HD) (Kendrick Lamar Response).,I have provided your song: Joe Budden - Control (Lyrics HD) (Kendrick Lamar Response).,test
dlg-e086d8d4-834c-414b-9991-0a8c62038abd,dlg-e086d8d4-834c-414b-9991-0a8c62038abd_1_3__g2,dlg-e086d8d4-834c-414b-9991-0a8c62038abd_1_3,Here is your song. Joe Budden - Control (Lyrics HD) (Kendrick Lamar Response).,Here is the track you requested: Joe Budden - Control (Lyrics HD) (Kendrick Lamar Response).,test
dlg-e086d8d4-834c-414b-9991-0a8c62038abd,dlg-e086d8d4-834c-414b-9991-0a8c62038abd_4_6__g1,dlg-e086d8d4-834c-414b-9991-0a8c62038abd_4_6,Here is your song. Joe Budden - Idols.,I have your song here: Joe Budden - Idols.,test
dlg-e086d8d4-834c-414b-9991-0a8c62038abd,dlg-e086d8d4-834c-414b-9991-0a8c62038abd_4_6__g2,dlg-e086d8d4-834c-414b-9991-0a8c62038abd_4_6,Here is your song. Joe Budden - Idols.,"Here is the track you requested, Joe Budden - Idols.",test
dlg-e086d8d4-834c-414b-9991-0a8c62038abd,dlg-e086d8d4-834c-414b-9991-0a8c62038abd_7_11__g1,dlg-e086d8d4-834c-414b-9991-0a8c62038abd_7_11,Lloyd Banks Transitions ft by Joe Budden(Lyrics).,Lyrics for Lloyd Banks' Transitions featuring Joe Budden.,test
dlg-e086d8d4-834c-414b-9991-0a8c62038abd,dlg-e086d8d4-834c-414b-9991-0a8c62038abd_7_11__g2,dlg-e086d8d4-834c-414b-9991-0a8c62038abd_7_11,Lloyd Banks Transitions ft by Joe Budden(Lyrics).,Lloyd Banks Transitions ft by Joe Budden(Lyrics).,test
dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c,dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c_1_6__g1,dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c_1_6,Okay. Prince. Let's see what else I can find that you may not be familiar with? Looks like the artist D Angelo may be have similar style might be a close match etc. Another is Sade. Are either of those new to you?,"Alright, Prince. Let's see what other artists I can find that you might not be familiar with. It looks like D'Angelo may have a similar style and could be a close match, and another is Sade. Are either of those new to you?",train
dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c,dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c_1_6__g2,dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c_1_6,Okay. Prince. Let's see what else I can find that you may not be familiar with? Looks like the artist D Angelo may be have similar style might be a close match etc. Another is Sade. Are either of those new to you?,"Okay, Prince. Let's look for some other artists you may not know. It seems D'Angelo might have a similar style and could be a close match, and another option is Sade. Are either of those new to you?",train
dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c,dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c_7_10__g1,dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c_7_10,Here is the song called By Your Side by the artist Sade.,I have the song By Your Side by Sade for you.,train
dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c,dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c_7_10__g2,dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c_7_10,Here is the song called By Your Side by the artist Sade.,"Here is Sade's song, By Your Side.",train
dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c,dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c_13_21__g1,dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c_13_21,How about the artist Maxwell? Maxwell. Here is the song called Pretty Wings by the artist Maxwell.,What about the artist Maxwell? Here is the song Pretty Wings by Maxwell.,train
dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c,dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c_13_21__g2,dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c_13_21,How about the artist Maxwell? Maxwell. Here is the song called Pretty Wings by the artist Maxwell.,How about Maxwell? I have the song Pretty Wings by the artist Maxwell for you.,train
dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c,dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c_22_23__g1,dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c_22_23,Okay. Let's look for something based on another of your favorite artists.,Alright. Let's search for something based on another one of your favorite artists.,train
dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c,dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c_22_23__g2,dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c_22_23,Okay. Let's look for something based on another of your favorite artists.,Okay. Let's try finding something based on another artist you enjoy.,train
dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c,dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c_24_27__g1,dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c_24_27,"Okay, did you ever listen to the artist JoJo? Here is the song called Disaster by the artist JoJo.",Have you ever listened to JoJo? I have the song Disaster by JoJo here for you.,train
dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c,dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c_24_27__g2,dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c_24_27,"Okay, did you ever listen to the artist JoJo? Here is the song called Disaster by the artist JoJo.",Did you ever hear the artist JoJo? Here is the track Disaster by JoJo.,train
dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c,dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c_28_32__g1,dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c_28_32,How about the song called I never told you by the artist Colbie Caillat?,What do you think about the song I never told you by Colbie Caillat?,train
dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c,dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c_28_32__g2,dlg-e09fbd6c-fe36-494e-99ab-edb5ecb0476c_28_32,How about the song called I never told you by the artist Colbie Caillat?,Could you tell me about the track I never told you by the artist Colbie Caillat?,train
dlg-e0d34c1e-f45d-4245-b741-33fa59e0900c,dlg-e0d34c1e-f45d-4245-b741-33fa59e0900c_1_4__g1,dlg-e0d34c1e-f45d-4245-b741-33fa59e0900c_1_4,Camila Cabello - Havana (Lyrics) ft. Young Thug.,Camila Cabello - Havana (Lyrics) ft. Young Thug.,train
dlg-e0d34c1e-f45d-4245-b741-33fa59e0900c,dlg-e0d34c1e-f45d-4245-b741-33fa59e0900c_1_4__g2,dlg-e0d34c1e-f45d-4245-b741-33fa59e0900c_1_4,Camila Cabello - Havana (Lyrics) ft. Young Thug.,Lyrics for Havana by Camila Cabello featuring Young Thug.,train
dlg-e0d34c1e-f45d-4245-b741-33fa59e0900c,dlg-e0d34c1e-f45d-4245-b741-33fa59e0900c_5_7__g1,dlg-e0d34c1e-f45d-4245-b741-33fa59e0900c_5_7,Immortals by Fall Out Boy.,Immortals by Fall Out Boy.,train
dlg-e0d34c1e-f45d-4245-b741-33fa59e0900c,dlg-e0d34c1e-f45d-4245-b741-33fa59e0900c_5_7__g2,dlg-e0d34c1e-f45d-4245-b741-33fa59e0900c_5_7,Immortals by Fall Out Boy.,Fall Out Boy's Immortals.,train
dlg-e0d34c1e-f45d-4245-b741-33fa59e0900c,dlg-e0d34c1e-f45d-4245-b741-33fa59e0900c_8_10__g1,dlg-e0d34c1e-f45d-4245-b741-33fa59e0900c_8_10,Becky G-Shower (Lyrics).,Becky G-Shower (Lyrics).,train
dlg-e0d34c1e-f45d-4245-b741-33fa59e0900c,dlg-e0d34c1e-f45d-4245-b741-33fa59e0900c_8_10__g2,dlg-e0d34c1e-f45d-4245-b741-33fa59e0900c_8_10,Becky G-Shower (Lyrics).,Lyrics for Becky G-Shower.,train
dlg-e0d34c1e-f45d-4245-b741-33fa59e0900c,dlg-e0d34c1e-f45d-4245-b741-33fa59e0900c_11_15__g1,dlg-e0d34c1e-f45d-4245-b741-33fa59e0900c_11_15,The Easy beats - She's So Fine.,The Easy beats - She's So Fine.,train
dlg-e0d34c1e-f45d-4245-b741-33fa59e0900c,dlg-e0d34c1e-f45d-4245-b741-33fa59e0900c_11_15__g2,dlg-e0d34c1e-f45d-4245-b741-33fa59e0900c_11_15,The Easy beats - She's So Fine.,She's So Fine. by The Easy beats.,train
dlg-e1056dfc-8a7e-4357-8846-49e026e9758f,dlg-e1056dfc-8a7e-4357-8846-49e026e9758f_1_10__g1,dlg-e1056dfc-8a7e-4357-8846-49e026e9758f_1_10,Have you heard of the artist Celtic woman or Dave Mason? Let me play you something by Dave Mason. Here is We Just Disagree by Dave Mason.,Are you familiar with the artists Celtic Woman or Dave Mason? I'll play a track by Dave Mason for you. Here is We Just Disagree by Dave Mason.,train
dlg-e1056dfc-8a7e-4357-8846-49e026e9758f,dlg-e1056dfc-8a7e-4357-8846-49e026e9758f_1_10__g2,dlg-e1056dfc-8a7e-4357-8846-49e026e9758f_1_10,Have you heard of the artist Celtic woman or Dave Mason? Let me play you something by Dave Mason. Here is We Just Disagree by Dave Mason.,Do you know the artist Celtic Woman or Dave Mason? Let me play a piece by Dave Mason for you. Here is We Just Disagree by Dave Mason.,train
dlg-e1056dfc-8a7e-4357-8846-49e026e9758f,dlg-e1056dfc-8a7e-4357-8846-49e026e9758f_12_15__g1,dlg-e1056dfc-8a7e-4357-8846-49e026e9758f_12_15,Here is Quasimodo's Dream by Dave Mason.,I have provided Quasimodo's Dream by Dave Mason.,train
dlg-e1056dfc-8a7e-4357-8846-49e026e9758f,dlg-e1056dfc-8a7e-4357-8846-49e026e9758f_12_15__g2,dlg-e1056dfc-8a7e-4357-8846-49e026e9758f_12_15,Here is Quasimodo's Dream by Dave Mason.,Here is the song Quasimodo's Dream by Dave Mason.,train
dlg-e1056dfc-8a7e-4357-8846-49e026e9758f,dlg-e1056dfc-8a7e-4357-8846-49e026e9758f_17_27__g1,dlg-e1056dfc-8a7e-4357-8846-49e026e9758f_17_27,Here is Come on Feel the Noize by Quiet Riot. Here is Let's Get Crazy by Quiet Riot.,I have provided Come on Feel the Noize by Quiet Riot and Let's Get Crazy by Quiet Riot.,train
dlg-e1056dfc-8a7e-4357-8846-49e026e9758f,dlg-e1056dfc-8a7e-4357-8846-49e026e9758f_17_27__g2,dlg-e1056dfc-8a7e-4357-8846-49e026e9758f_17_27,Here is Come on Feel the Noize by Quiet Riot. Here is Let's Get Crazy by Quiet Riot.,"Here are the songs Come on Feel the Noize and Let's Get Crazy, both by Quiet Riot.",train
dlg-e1721dd0-5c38-4e37-9cee-c80af6c3b300,dlg-e1721dd0-5c38-4e37-9cee-c80af6c3b300_0_2__g1,dlg-e1721dd0-5c38-4e37-9cee-c80af6c3b300_0_2,"Here is Taylor Swift, performing Look What You Made Me do.",I have Taylor Swift performing Look What You Made Me Do here.,train
dlg-e1721dd0-5c38-4e37-9cee-c80af6c3b300,dlg-e1721dd0-5c38-4e37-9cee-c80af6c3b300_0_2__g2,dlg-e1721dd0-5c38-4e37-9cee-c80af6c3b300_0_2,"Here is Taylor Swift, performing Look What You Made Me do.",Here is a performance of Look What You Made Me Do by Taylor Swift.,train
dlg-e1721dd0-5c38-4e37-9cee-c80af6c3b300,dlg-e1721dd0-5c38-4e37-9cee-c80af6c3b300_3_4__g1,dlg-e1721dd0-5c38-4e37-9cee-c80af6c3b300_3_4,Here is Taylor Swift performing Love Story.,I have provided a video of Taylor Swift performing Love Story.,train
dlg-e1721dd0-5c38-4e37-9cee-c80af6c3b300,dlg-e1721dd0-5c38-4e37-9cee-c80af6c3b300_3_4__g2,dlg-e1721dd0-5c38-4e37-9cee-c80af6c3b300_3_4,Here is Taylor Swift performing Love Story.,Here is a recording of Taylor Swift's performance of Love Story.,train
dlg-e1721dd0-5c38-4e37-9cee-c80af6c3b300,dlg-e1721dd0-5c38-4e37-9cee-c80af6c3b300_5_6__g1,dlg-e1721dd0-5c38-4e37-9cee-c80af6c3b300_5_6,Here is Gorgeous by Taylor Swift.,I have provided Gorgeous by Taylor Swift for you.,train
dlg-e1721dd0-5c38-4e37-9cee-c80af6c3b300,dlg-e1721dd0-5c38-4e37-9cee-c80af6c3b300_5_6__g2,dlg-e1721dd0-5c38-4e37-9cee-c80af6c3b300_5_6,Here is Gorgeous by Taylor Swift.,Here is the song Gorgeous by Taylor Swift.,train
dlg-e1721dd0-5c38-4e37-9cee-c80af6c3b300,dlg-e1721dd0-5c38-4e37-9cee-c80af6c3b300_7_8__g1,dlg-e1721dd0-5c38-4e37-9cee-c80af6c3b300_7_8,Here is 22 performed by Taylor Swift.,I have provided the song 22 by Taylor Swift.,train
dlg-e1721dd0-5c38-4e37-9cee-c80af6c3b300,dlg-e1721dd0-5c38-4e37-9cee-c80af6c3b300_7_8__g2,dlg-e1721dd0-5c38-4e37-9cee-c80af6c3b300_7_8,Here is 22 performed by Taylor Swift.,"Here is the track 22, performed by Taylor Swift.",train
dlg-e1b8d921-540b-4150-8c30-8301931f2c91,dlg-e1b8d921-540b-4150-8c30-8301931f2c91_0_4__g1,dlg-e1b8d921-540b-4150-8c30-8301931f2c91_0_4,Here is medicine head pictures in the sky.,Here are the medicine head pictures in the sky.,train
dlg-e1b8d921-540b-4150-8c30-8301931f2c91,dlg-e1b8d921-540b-4150-8c30-8301931f2c91_0_4__g2,dlg-e1b8d921-540b-4150-8c30-8301931f2c91_0_4,Here is medicine head pictures in the sky.,I have the medicine head pictures in the sky here.,train
dlg-e1b8d921-540b-4150-8c30-8301931f2c91,dlg-e1b8d921-540b-4150-8c30-8301931f2c91_5_13__g1,dlg-e1b8d921-540b-4150-8c30-8301931f2c91_5_13,Here is James Taylor - Sweet Baby James. Here is You've got a Friend by James Taylor.,I have provided James Taylor - Sweet Baby James and You've got a Friend by James Taylor for you.,train
dlg-e1b8d921-540b-4150-8c30-8301931f2c91,dlg-e1b8d921-540b-4150-8c30-8301931f2c91_5_13__g2,dlg-e1b8d921-540b-4150-8c30-8301931f2c91_5_13,Here is James Taylor - Sweet Baby James. Here is You've got a Friend by James Taylor.,Here are the tracks James Taylor - Sweet Baby James and You've got a Friend by James Taylor.,train
dlg-e2a0d82f-ec85-4f3a-a538-26b86956509a,dlg-e2a0d82f-ec85-4f3a-a538-26b86956509a_1_8__g1,dlg-e2a0d82f-ec85-4f3a-a538-26b86956509a_1_8,"Here is your song, When I Call Your Name by Vince Gill? Here is your song. Look At Us by Vince Gill. Here is your song. Sad One Comin' On by Vince Gill.","I have your songs here: When I Call Your Name by Vince Gill, Look At Us by Vince Gill, and Sad One Comin' On by Vince Gill.",test
dlg-e2a0d82f-ec85-4f3a-a538-26b86956509a,dlg-e2a0d82f-ec85-4f3a-a538-26b86956509a_1_8__g2,dlg-e2a0d82f-ec85-4f3a-a538-26b86956509a_1_8,"Here is your song, When I Call Your Name by Vince Gill? Here is your song. Look At Us by Vince Gill. Here is your song. Sad One Comin' On by Vince Gill.","Here are your tracks: When I Call Your Name by Vince Gill, Look At Us by Vince Gill, and Sad One Comin' On by Vince Gill.",test
dlg-e2e00b26-31c8-4463-b4c2-9f92aaa37950,dlg-e2e00b26-31c8-4463-b4c2-9f92aaa37950_2_17__g1,dlg-e2e00b26-31c8-4463-b4c2-9f92aaa37950_2_17,"Okay. Elliott Smith. Let's see what else I can find for you, may not be familiar with. Looks like the artist The Shins may have similar style, might be a close match. Another one is Built to Spill. Here is the song called Simple Song by the artist The Shins. Here is the song Car by the artist Built to Spill.","Alright, Elliott Smith. Let me see what other artists I can find for you that you might not know. It appears that The Shins has a similar style and could be a close match. Another option is Built to Spill. Here is the song Simple Song by The Shins, and here is the song Car by Built to Spill.",validation
dlg-e2e00b26-31c8-4463-b4c2-9f92aaa37950,dlg-e2e00b26-31c8-4463-b4c2-9f92aaa37950_2_17__g2,dlg-e2e00b26-31c8-4463-b4c2-9f92aaa37950_2_17,"Okay. Elliott Smith. Let's see what else I can find for you, may not be familiar with. Looks like the artist The Shins may have similar style, might be a close match. Another one is Built to Spill. Here is the song called Simple Song by the artist The Shins. Here is the song Car by the artist Built to Spill.","Okay, for Elliott Smith. Let's look for some other artists you might not be familiar with. It looks like The Shins might have a similar style, which could be a good match. Another one is Built to Spill. I have the song Simple Song by The Shins here, as well as the song Car by Built to Spill.",validation
dlg-e2e00b26-31c8-4463-b4c2-9f92aaa37950,dlg-e2e00b26-31c8-4463-b4c2-9f92aaa37950_18_31__g1,dlg-e2e00b26-31c8-4463-b4c2-9f92aaa37950_18_31,"Okay, Let me find you something similar to Nine Inch Nails. Have you heard about the artist Deftones? Here is the song called Be Quiet And Drive by Deftones. Have you heard about the artist Trent Reznor? Here is the song called Hurt an unplugged version by the artist Trent Reznor.","Alright, let me find something similar to Nine Inch Nails for you. Are you familiar with the artist Deftones? Here is the song Be Quiet And Drive by Deftones. Also, have you heard of Trent Reznor? Here is an unplugged version of the song Hurt by Trent Reznor.",validation
dlg-e2e00b26-31c8-4463-b4c2-9f92aaa37950,dlg-e2e00b26-31c8-4463-b4c2-9f92aaa37950_18_31__g2,dlg-e2e00b26-31c8-4463-b4c2-9f92aaa37950_18_31,"Okay, Let me find you something similar to Nine Inch Nails. Have you heard about the artist Deftones? Here is the song called Be Quiet And Drive by Deftones. Have you heard about the artist Trent Reznor? Here is the song called Hurt an unplugged version by the artist Trent Reznor.","I will look for something similar to Nine Inch Nails for you. Have you ever heard of Deftones? I have the song Be Quiet And Drive by Deftones here. Additionally, have you heard of the artist Trent Reznor? Here is the song Hurt, an unplugged version, by Trent Reznor.",validation
dlg-e2f7afa7-3954-4c6f-b9f9-8482be7e71c4,dlg-e2f7afa7-3954-4c6f-b9f9-8482be7e71c4_1_4__g1,dlg-e2f7afa7-3954-4c6f-b9f9-8482be7e71c4_1_4,Here is Bruno Mars performing That's What I Like.,I have provided a performance of 'That's What I Like' by Bruno Mars.,train
dlg-e2f7afa7-3954-4c6f-b9f9-8482be7e71c4,dlg-e2f7afa7-3954-4c6f-b9f9-8482be7e71c4_1_4__g2,dlg-e2f7afa7-3954-4c6f-b9f9-8482be7e71c4_1_4,Here is Bruno Mars performing That's What I Like.,You can find Bruno Mars performing 'That's What I Like' here.,train
dlg-e2f7afa7-3954-4c6f-b9f9-8482be7e71c4,dlg-e2f7afa7-3954-4c6f-b9f9-8482be7e71c4_5_6__g1,dlg-e2f7afa7-3954-4c6f-b9f9-8482be7e71c4_5_6,Here is The Weeknd performing Starboy.,I have provided a performance of Starboy by The Weeknd.,train
dlg-e2f7afa7-3954-4c6f-b9f9-8482be7e71c4,dlg-e2f7afa7-3954-4c6f-b9f9-8482be7e71c4_5_6__g2,dlg-e2f7afa7-3954-4c6f-b9f9-8482be7e71c4_5_6,Here is The Weeknd performing Starboy.,Please find The Weeknd's performance of Starboy here.,train
dlg-e2f7afa7-3954-4c6f-b9f9-8482be7e71c4,dlg-e2f7afa7-3954-4c6f-b9f9-8482be7e71c4_7_8__g1,dlg-e2f7afa7-3954-4c6f-b9f9-8482be7e71c4_7_8,Here is Britney Spears performing Baby One More Time.,I have provided a performance of Baby One More Time by Britney Spears.,train
dlg-e2f7afa7-3954-4c6f-b9f9-8482be7e71c4,dlg-e2f7afa7-3954-4c6f-b9f9-8482be7e71c4_7_8__g2,dlg-e2f7afa7-3954-4c6f-b9f9-8482be7e71c4_7_8,Here is Britney Spears performing Baby One More Time.,Here is the recording of Britney Spears performing Baby One More Time.,train
dlg-e3207332-d47d-4399-800d-2428a73c31f6,dlg-e3207332-d47d-4399-800d-2428a73c31f6_1_3__g1,dlg-e3207332-d47d-4399-800d-2428a73c31f6_1_3,Here's the song The Chain by Fleetwood Mac.,I have provided the song The Chain by Fleetwood Mac for you.,train
dlg-e3207332-d47d-4399-800d-2428a73c31f6,dlg-e3207332-d47d-4399-800d-2428a73c31f6_1_3__g2,dlg-e3207332-d47d-4399-800d-2428a73c31f6_1_3,Here's the song The Chain by Fleetwood Mac.,"Here is Fleetwood Mac's song, The Chain.",train
dlg-e3207332-d47d-4399-800d-2428a73c31f6,dlg-e3207332-d47d-4399-800d-2428a73c31f6_4_8__g1,dlg-e3207332-d47d-4399-800d-2428a73c31f6_4_8,Just Fleetwood Mac.,Just Fleetwood Mac.,train
dlg-e3207332-d47d-4399-800d-2428a73c31f6,dlg-e3207332-d47d-4399-800d-2428a73c31f6_4_8__g2,dlg-e3207332-d47d-4399-800d-2428a73c31f6_4_8,Just Fleetwood Mac.,Only Fleetwood Mac.,train
dlg-e3207332-d47d-4399-800d-2428a73c31f6,dlg-e3207332-d47d-4399-800d-2428a73c31f6_9_10__g1,dlg-e3207332-d47d-4399-800d-2428a73c31f6_9_10,Later in their career or in their earlier music?,Was this from their earlier music or later in their career?,train
dlg-e3207332-d47d-4399-800d-2428a73c31f6,dlg-e3207332-d47d-4399-800d-2428a73c31f6_9_10__g2,dlg-e3207332-d47d-4399-800d-2428a73c31f6_9_10,Later in their career or in their earlier music?,Did this happen during their earlier music or later in their career?,train
dlg-e3207332-d47d-4399-800d-2428a73c31f6,dlg-e3207332-d47d-4399-800d-2428a73c31f6_11_12__g1,dlg-e3207332-d47d-4399-800d-2428a73c31f6_11_12,Fleetwood Mac - Heroes are hard to find.,Fleetwood Mac - Heroes are hard to find.,train
dlg-e3207332-d47d-4399-800d-2428a73c31f6,dlg-e3207332-d47d-4399-800d-2428a73c31f6_11_12__g2,dlg-e3207332-d47d-4399-800d-2428a73c31f6_11_12,Fleetwood Mac - Heroes are hard to find.,Heroes are hard to find by Fleetwood Mac.,train
dlg-e3207332-d47d-4399-800d-2428a73c31f6,dlg-e3207332-d47d-4399-800d-2428a73c31f6_13_16__g1,dlg-e3207332-d47d-4399-800d-2428a73c31f6_13_16,Fleetwood Mac Fest (Courtney Love ) - Silver Springs.,Fleetwood Mac Fest (Courtney Love ) - Silver Springs.,train
dlg-e3207332-d47d-4399-800d-2428a73c31f6,dlg-e3207332-d47d-4399-800d-2428a73c31f6_13_16__g2,dlg-e3207332-d47d-4399-800d-2428a73c31f6_13_16,Fleetwood Mac Fest (Courtney Love ) - Silver Springs.,Silver Springs. - Fleetwood Mac Fest (Courtney Love ),train
dlg-e3341b92-9204-4791-b652-ed9c04cf35b8,dlg-e3341b92-9204-4791-b652-ed9c04cf35b8_0_2__g1,dlg-e3341b92-9204-4791-b652-ed9c04cf35b8_0_2,Here is Katy Perry Dark Horse.,I have provided Katy Perry's Dark Horse for you.,train
